album_id,album_date_created,album_date_released,album_favorites,album_listens,album_title,album_tracks,album_type,artist_name
14727,7/24/2013 06:34:14 AM,7/24/2013,0,11365,The Plasma SoundLab – Desintegration pt. 1,5,Album,Meanwhileproject.ltd
14728,7/24/2013 08:26:14 AM,03-07-2009,2,27564,No Reason To Be Ashamed,13,Album,Alterior
14729,7/24/2013 08:36:54 AM,03-09-2009,0,10175,Proyecto de Prueba & Void>Null,6,Album,Proyecto de Prueba / Void>Null
14730,7/24/2013 10:35:18 AM,NA,1,16354,a nos amours,6,Album,Colombey
14732,7/24/2013 11:50:36 AM,7/24/2013,0,1973,Burning Bridge,6,Album,METEK & Josef Nadek
14733,7/24/2013 12:44:10 PM,7/24/2013,0,9220,"Live on WFMU's Three Chord Monte with Joe Belock - May 21, 2013",9,Album,Born Loose
14734,7/24/2013 01:51:28 PM,6/24/2013,1,10111,"Live On WFMU's Airborne Event with Dan Bodah - June 24, 2013",4,Album,Ben Seretan
14735,7/24/2013 03:41:13 PM,07-08-2013,0,1898,"Live On WFMU's Airborne Event with Dan Bodah - July 8, 2013",7,Radio Program,Chris Forsyth
14736,7/24/2013 04:59:52 PM,7/17/2013,0,4602,"Live on WFMU's The Evan ""Funk"" Davies Show - July 17, 2013",9,Radio Program,Burnt Ones
14738,7/24/2013 07:07:53 PM,2/22/2013,1,8602,Innervation,2,Album,Various Artists (Enough Records)
14739,7/24/2013 08:33:23 PM,4/23/2013,1,2486,albatross,15,Album,tozo
14740,7/25/2013 07:21:48 AM,03-02-2009,2,12287,"Sound Narratives, Vol. 5",3,Album,Luís Antero
14741,7/25/2013 01:10:12 PM,7/22/2013,2,9460,"Live on WFMU: Irene Trudel's Show - July 22nd, 2013",17,Live Performance,Linda Draper
14743,7/25/2013 03:17:32 PM,07-01-2013,1,21064,"Live on WFMU's Irene Trudel's show - July 1st, 2013",5,Live Performance,Glenn Jones
14744,7/25/2013 04:52:07 PM,NA,2,8320,The Coconut Monkeyrocket & Martinibomb SPLIT!,6,Album,The Coconut Monkeyrocket & Martinibomb
14746,7/26/2013 01:21:05 AM,NA,0,8932,DJ Dougernaut Singles,1,Album,DJ Dougernaut
14747,7/26/2013 07:44:41 AM,02-10-2009,1,6527,Underground,8,Album,Ghost Recon
14751,7/27/2013 06:02:34 AM,NA,0,4859,Ducktails Live at Festival of Endless Gratitude,3,Live Performance,Ducktails
14752,7/27/2013 06:55:46 AM,NA,0,8291,Herb Diamante Live at Festival of Endless Gratitude,6,Live Performance,Herb Diamante
14753,7/27/2013 04:00:59 PM,NA,10,119288,Galaxy,11,Album,Jahzzar
14756,7/28/2013 06:38:54 PM,7/29/2013,1,9965,Covers & B-sides,4,Album,Break The Bans
14762,7/29/2013 06:15:52 PM,7/30/2013,0,3510,Welcome To Downtown,3,Album,The Bomb Busters
14763,7/29/2013 06:19:45 PM,7/29/2013,2,10565,Night Owl Committee EP,8,Album,Night Owl Committee
14765,7/30/2013 05:18:34 AM,7/30/2013,3,52995,Elevate Your Force,9,Album,Lantriperc
14766,7/30/2013 09:28:00 AM,7/30/2013,0,5277,Things We Need To Do,21,Album,Pk jazz Collective
14768,7/30/2013 11:25:05 PM,NA,0,8329,Lost Transmissions,14,Album,Texture
14769,7/31/2013 01:42:39 AM,NA,0,27485,July,7,NA,Mr. & Mrs. Smith
14771,7/31/2013 01:08:42 PM,7/20/2013,0,3974,"Live on WFMU's Cherry Blossom Clinic - July 20, 2013",7,Album,Mouthbreathers
14772,7/31/2013 02:33:35 PM,7/24/2013,1,558,Live on WFMU's Distort Jersey City with Deed Runlea,1,Radio Program,Alberich
14773,7/31/2013 04:56:05 PM,7/31/2013,0,7099,Live on New Shit,5,Live Performance,Babysitter
14774,7/31/2013 05:07:13 PM,7/31/2013,0,15900,Live At Primavera Sound 2013 (OM),3,Album,OM
14775,7/31/2013 05:10:07 PM,7/31/2013,0,13781,Hobo Jazz: Volume 3,12,Album,Trans Atlantic Rage
14777,08-01-2013 02:10,NA,0,3331,nx2013-07,13,Album,Miquel Parera
14778,08-02-2013 02:36,08-02-2013,0,8109,Siam Soul,9,Album,Jari Pitkanen
14779,08-02-2013 09:12,12/26/2009,7,80192,Waxxelerated,16,Album,Willbe
14780,08-02-2013 10:08,NA,1,4562,Little Birth live at SotU,7,Live Performance,Little Birth
14787,08-02-2013 12:52,7/16/2013,0,106288,Summer In The States,16,Album,Jake Allison x Strong Suit
14789,08-02-2013 13:59,7/16/2013,1,41359,Assorted Women,8,Album,Ricky Brugal
14790,08-02-2013 14:30,NA,2,28340,AS220's Summer Sampler 2013,27,Album,AS220
14792,08-02-2013 16:16,08-02-2013,0,1938,Квадроколесо,10,Album,Фиорд
14793,08-03-2013 00:19,NA,0,6530,"Singing at the Tangermans, June 1962",10,Album,"Howie Mitchell, Sandy & Caroline Paton, Ed Trickett"
14795,08-03-2013 10:56,08-01-2013,0,9542,Radius PATCH 02: Memory,5,Radio Program,Various Artists (Radius)
14798,08-04-2013 10:01,NA,1,72739,DIMANCHE MINUIT,64,Album,RÉGIS VICTOR
14799,08-04-2013 10:15,08-04-2013,0,18127,GALA,1,Album,Ergo Phizmiz
148,11/26/2008 02:08:59 AM,01-01-2007,0,1733,Cinwaves,11,Album,Cinwaves
14800,08-04-2013 17:18,7/27/2013,0,1675,Live at Red Room 7/27/13,5,Live Performance,Chuck Bettis & Twig Harper
14801,08-05-2013 01:07,08-02-2013,1,4545,[EPV_141] Junkie,7,Album,SANMI
14802,08-05-2013 10:10,08-05-2013,2,88864,Disquiet Junto,14,Album,Lee Rosevere
14803,08-05-2013 18:14,08-06-2013,1,48584,Ten Dry Nails,11,Album,Corporate Control
14804,08-05-2013 19:26,08-06-2013,3,42418,ADVENTURES IN SCIENCE FRICTION,71,Album,Questionmark Embargo
14805,08-06-2013 05:37,08-06-2013,0,9976,White Walls,4,Album,pawspaws
14807,08-07-2013 16:49,04-03-2012,0,2654,Oxyc Woody II,32,Album,Human Resources
14808,08-08-2013 05:28,02-05-2009,1,437,live helsinki 27 oct 2008,25,Album,kdes vs ps
14815,08-08-2013 12:34,08-08-2013,1,70405,Mother Brain,153,Album,Lomz & Lezet
14818,08-08-2013 20:46,NA,1,11755,Endless Breakfast,8,Album,Zachary Wilson
1482,12-04-2008 09:29,1/14/2006,0,3491,Live at WFMU on Terre T's Show on 1/14/2006,9,Live Performance,Roxy Pain
14824,08-09-2013 07:08,09-11-2007,0,5549,Urine Cakes,12,Album,Pee In My Face With Surgery
14825,08-09-2013 07:15,02-05-2009,1,734,Ninho Cósmico,30,Album,Jorge Nunes
14826,08-09-2013 07:22,08-09-2013,0,6998,Butyraldahyde,6,Album,Captcha
14840,08-09-2013 20:12,09-01-2010,0,5691,Shopping,13,Album,Shopping
14848,08-10-2013 11:46,08-10-2013,0,28504,Medicine Hats,13,Album,Cagey House
14849,08-10-2013 12:26,8/23/2013,1,3609,FSS Segunda Ola Creativa (fsS_002),19,Album,FungusSonambuluS
14854,08-11-2013 13:39,08-11-2013,0,9304,Pure Channeled Expressions ((Best Of)),8,Album,Jared C. Balogh
14857,08-12-2013 05:11,NA,1,890,Humans and Luxury,5,Album,Go Genre Everything
14867,08-12-2013 20:52,8/23/2013,1,188,Forgus Temper Sinks Retired,3,Album,Jaan Patterson
14873,8/13/2013 01:14:52 PM,8/13/2013,0,4560,Brute Machine,15,Album,Re-Arbeiten
14874,8/13/2013 07:57:43 PM,03-04-2012,0,6582,Little Yellow Letters,7,Album,The Planes
14876,8/14/2013 06:54:44 AM,NA,14,39409,Zenith,11,Album,Dexter Britain
14878,8/14/2013 04:55:07 PM,NA,1,48355,Dirty Wings (Instrumentals),30,Album,Josh Woodward
14879,8/14/2013 05:26:26 PM,6/21/2011,0,11571,"Live on CJSW's White Lodge/Black Lodge June 21, 2011",5,Live Performance,Hunter-Gatherer
14880,8/14/2013 09:55:42 PM,8/14/2013,0,1838,daje,3,Album,daje
14881,8/14/2013 10:07:22 PM,8/14/2013,0,1007,zieht das kind an sich,3,Album,Wozzeck
14884,8/15/2013 11:09:17 AM,8/14/2013,0,5307,"Live on WFMU's The Evan ""Funk"" Davies Show",10,Radio Program,Wimps
14885,8/15/2013 12:19:06 PM,7/15/2013,4,110525,Reimagine: The Game,5,Album,Peter Gresser
14887,8/15/2013 12:52:55 PM,08-10-2013,0,4171,"Live on WFMU with Terre T - August 10, 2013",6,Radio Program,Apache
14889,8/15/2013 01:43:26 PM,8/15/2013,2,85477,Awesome Is Grey,28,Album,Chuzausen
14890,8/15/2013 05:28:09 PM,08-09-2013,0,9655,Teenage Crown (Extended Play),5,Album,TIGERBERRY
14891,8/15/2013 06:25:25 PM,8/15/2013,55,433242,Irsen's Tale,21,Album,Kai Engel
14899,8/16/2013 06:12:56 AM,08-09-2013,0,1263,[EPV_142] hikari,1,Album,SANMI
149,11/26/2008 02:09:21 AM,01-08-2009,0,3169,Babylon Rules,2,Album,Clockcleaner
14900,8/16/2013 09:50:55 AM,08-02-2013,1,39834,The Holy Mountain,39,Album,Silver Process
14903,8/17/2013 05:13:20 AM,08-11-2013,0,1999,Exfoliated Rust,1,Album,We Are All Alone
14904,8/17/2013 11:29:06 AM,NA,3,89182,Black Salt,16,Album,Waylon Thornton
14905,8/18/2013 07:47:56 AM,1/13/2009,2,20885,Corrosive Intent,15,Album,Aktivehate
14906,8/19/2013 06:32:56 AM,1/18/2009,2,50452,A|| Look to the Heavens ||Z,47,Album,(morse)
14913,8/19/2013 10:29:26 PM,8/19/2013,1,14737,FMA on 45,7,Album,Lee Rosevere
14915,8/20/2013 11:11:37 AM,09-01-2013,19,350338,The Pirate And The Dancer,10,Album,Rolemusic
14916,8/20/2013 01:14:45 PM,8/21/2013,0,735,Mental Disorder / Analogue Wants To Fight,9,Album,Luca La Morgia
14917,8/20/2013 03:15:56 PM,NA,0,1023,Kolonie,8,Album,deef
14918,8/20/2013 04:15:59 PM,NA,0,7619,Coccothraustes coccothraustes,9,Album,deef
14919,8/20/2013 05:02:40 PM,3/24/1999,0,26036,An Eye Full of Lamp,7,Album,Art of Flying
14920,8/20/2013 09:43:04 PM,8/20/2013,0,10739,number 3,3,Album,brice catherin
14921,8/20/2013 10:41:57 PM,8/20/2013,0,1523,al tiro,2,Album,cátodo dúo
14922,8/21/2013 03:54:20 AM,8/21/2013,0,495,WHNZ:63:LICHRE,3,Album,Eric Boros & Fritz Welch
14924,8/21/2013 05:10:38 AM,8/20/2013,0,4490,WHNZ​:64​:MFBL,24,Album,Stanislav Bobrytskyy
14927,8/21/2013 01:50:36 PM,NA,0,175843,Beat Scene Routine,15,Album,deef
14928,8/21/2013 03:27:44 PM,08-02-2013,4,69131,netBloc Vol. 44: Break From The System That Gotcha,36,Album,netBloc Artists
14930,8/21/2013 05:41:30 PM,3/28/2012,0,10049,"John Wort Hannam Live on CJSW's The Morning After March 28, 2012",5,Live Performance,John Wort Hannam
14931,8/22/2013 11:30:01 AM,08-10-2013,0,813,"Live on WFMU's Cherry Blossom Clinic - Aug 10, 2013",18,Radio Program,GLITZ
14932,8/22/2013 12:46:58 PM,NA,1,5721,"Live on WFMU's Airborne Event with Dan Bodah - August 5th, 2013",14,Live Performance,Nymph
14933,8/22/2013 02:16:00 PM,8/26/2013,0,6544,"Live on WFMU with amEdeo - August 26, 2013",17,Live Performance,Opale
14934,8/22/2013 02:42:33 PM,08-12-2013,0,21613,"Live on WFMU's Airborne Event with Dan Bodah - August 12th, 2013",36,Live Performance,Broadcloth
14935,8/22/2013 03:37:11 PM,08-10-2013,1,24552,"Live on WFMU's Zzzzzzero Hour with Bill Mac - August 10, 2013",20,Radio Program,Brother JT
14936,8/22/2013 04:30:41 PM,7/29/2013,0,2378,"Live on WFMU's Gateway to Joy with Donna - July 29th, 2013",2,Radio Program,Keir Neuringer
14937,8/22/2013 04:33:18 PM,8/14/2013,0,379,"Live on WFMU's Distort Jersey City with Deed Runlea - August 14, 2013",1,Radio Program,Deformity
14938,8/22/2013 05:01:40 PM,7/17/2013,0,415,"Live on WFMU's Distort Jersey City - July 17, 2013",1,Album,Omegas
14939,8/23/2013 02:01:03 AM,8/23/2013,2,98711,Noahs Stark single,0,Single Tracks,krackatoa
14941,8/23/2013 10:45:00 AM,8/20/2013,1,8256,Johnny Cool,17,Album,BADLUCK
14942,8/23/2013 12:11:52 PM,8/23/2013,0,9433,The Cashmere Jumper EP,3,Album,Seneca
14943,8/23/2013 05:10:01 PM,NA,1,2540,"Live on WFMU's My Castle of Quiet, 5.24.13",2,Album,Pat Murano and Tom Carter
14944,8/23/2013 08:06:20 PM,NA,0,2598,GALALA,3,NA,Art of Flying
14946,8/24/2013 11:38:01 PM,8/24/2013,0,3816,"teraz, tak",6,Album,andrea pensado
14947,8/25/2013 08:18:34 PM,8/25/2013,0,10275,Interpretations,6,Album,Telegraphy
14948,8/26/2013 09:58:46 AM,08-02-2013,0,6635,Fog Song / Silence,2,Album,Plastic Flowers
14949,8/26/2013 11:19:02 AM,03-03-2003,0,7100,Garden of Earthly Delights,7,Album,Art of Flying
14950,8/26/2013 02:32:59 PM,NA,0,5944,INCVBATE,6,Album,Texture
14953,8/27/2013 03:26:55 AM,NA,0,3286,Tour Tape Number 2,3,Album,The Woolen Men
14955,8/27/2013 01:48:58 PM,8/30/2013,1,4308,Ice Cream Truck Songs,1,Album,Jeff Kolar
14959,8/27/2013 04:52:37 PM,NA,0,11188,Plum Deception,37,Album,Mittimus
14961,8/28/2013 03:12:26 PM,8/28/2013,0,30947,Dreams,8,Album,ENDRUDARK
14962,8/28/2013 05:00:21 PM,02-12-2012,0,18707,Why You Cryin,13,Album,Not The 1s
14964,8/29/2013 10:54:42 AM,04-04-2004,0,3266,isevergone,8,Album,Art of Flying
14965,8/29/2013 04:06:01 PM,8/30/2013,0,1741,The Garden of My Limits/Money Talks,2,Album,Luca La Morgia
14966,8/29/2013 04:41:26 PM,NA,2,10262,"Their Music, Our Lives",16,Album,BORGHESIA : COVER COMPILATION (2013)
14968,8/30/2013 04:21:52 PM,NA,1,65976,2013,2,NA,Kevin MacLeod
14970,8/31/2013 09:49:49 AM,8/31/2013,3,23919,Classwar Karaoke - 0023 Survey,91,Album,Classwar Karaoke
14971,8/31/2013 11:22:32 AM,NA,0,5906,nx2013-08,12,Album,Miquel Parera
14972,8/31/2013 11:32:35 AM,08-05-1997,1,17794,Vol.1,13,Album,Minimum Tape Stacks
14973,8/31/2013 05:10:38 PM,8/31/2013,0,7736,Игры,12,Album,Фиорд
14975,09-01-2013 05:10,8/31/2013,0,1725,the Breath,9,Album,Geometrie Variabili
14976,09-01-2013 10:25,NA,1,27945,August,11,NA,Mr. & Mrs. Smith
14977,09-02-2013 14:11,09-02-2013,3,24976,HardeNET,18,Album,Deft Aphid
14979,09-02-2013 14:32,8/24/2005,0,4537,AS IF YOU WERE the SEA,5,Album,Art of Flying
1498,12-04-2008 09:27,1/24/1997,3,6515,Live at WFMU on Stork's Show on 1/24/1997,30,Radio Program,Silver Apples
14981,09-02-2013 22:36,11-12-2012,0,12374,Underground Heritage,9,Album,Egg Nebula
14982,09-03-2013 19:37,NA,0,20920,O L D   J O Y,68,Album,Indias Indios
14983,09-04-2013 05:26,09-04-2013,0,31604,We Don't Care If You Love Us Or Not,49,Album,Break The Bans
14984,09-04-2013 08:35,09-03-2013,1,6414,Spanglish XE,53,Album,Twenty-One: Twenty-Four
14985,09-04-2013 09:09,NA,0,6203,"Live on WFMU's My Castle of Quiet, 7th June 2013",1,Album,Psychic Limb
14986,09-04-2013 11:37,09-04-2013,0,4811,Another One EP,16,Album,Syndrôm & Kendall WA
14987,09-05-2013 09:47,NA,1,41560,All Our Clocks Are Dying: Prepared Piano Improvisations,8,Album,Ergo Phizmiz
14988,09-05-2013 10:35,04-04-2004,0,3478,You Are the World You Are Not the World,8,Album,Art of Flying
14990,09-05-2013 17:39,8/26/2013,0,764,Transmit to Fade: The Jt Wrks,6,Radio Program,Rejections
14991,09-05-2013 22:23,09-05-2013,1,10356,Vancouver Thunder Storm,1,Album,Lee Rosevere
14992,09-05-2013 23:11,09-06-2013,0,13492,Say Hello To The Boy Who's Returned From Paradise,87,Album,Music from the Film
14994,09-07-2013 04:31,2/25/2011,1,9030,Black cassette,15,Album,Wreck and Reference
14995,09-07-2013 04:33,4/23/2009,1,20568,The Hive,67,Album,The Conquering Light Of Flora And Fauna
14997,09-07-2013 06:13,NA,5,82099,Art by Isterika,28,Album,Kosta T
150,11/26/2008 02:09:27 AM,1/16/2009,0,395,unreleased Clyde Rourke mp3s,4,Single Tracks,Clyde Rourke
15006,09-07-2013 07:59,1/18/2009,0,9221,Eating Thorax,18,Album,Bashed Nursling
15010,09-07-2013 08:38,11/23/2012,5,80207,Teal,10,Album,Rod Hamilton
15011,09-07-2013 22:08,NA,0,16972,Chromium Gate,14,Album,Kevin Bryce
15015,09-08-2013 13:53,09-08-2013,0,14652,Underscores,24,Album,Pilesar
15016,09-08-2013 23:09,6/18/2013,0,57985,Fast Times At Trillmont High,22,Album,Toussaint Morrison
15017,09-10-2013 05:03,NA,0,3457,Bird Watching In America,7,Album,Nick Corbo
15018,09-10-2013 06:33,12/24/2008,1,19608,Made of Fire,5,Album,Control Alt Deus
15019,09-10-2013 07:46,4/20/2013,0,9899,"A certain reticent instinct, beyond reason",9,Album,Noaidi
1502,12-04-2008 09:29,8/23/2008,0,3065,Live at WFMU on Terre T's Show on 8/23/2008,6,Live Performance,Skybombers
15023,09-10-2013 15:22,09-10-2013,0,1377,st,15,Album,Strom An/Ein/Aus Fall
15024,09-10-2013 17:38,09-10-2013,0,9595,Big Boots,2,Album,Unthunk
15025,09-10-2013 18:06,03-01-2010,3,40676,Fluxwax,8,Album,Lee Rosevere
15028,09-11-2013 03:38,04-01-2007,0,9088,6 songs,7,Album,Aussitôt Mort
15029,09-11-2013 05:26,10-01-2013,1,4785,Binary endings,40,Album,Coma Stereo
15031,09-11-2013 06:21,NA,0,2624,A Good Lullaby: A Six Year Old Improvises at the Harmonium,1,Album,Autumn Poppy
15032,09-12-2013 06:30,09-12-2013,0,4706,Solace,6,Album,We Are All Alone
15033,09-12-2013 08:06,03-07-2013,3,24502,A quiet light,8,Album,Somewhere Off Jazz Street
15034,09-12-2013 08:58,NA,5,88953,A Lil Sumthin' Sumthin',13,Album,The Good Lawdz
15035,09-12-2013 12:18,8/24/2013,0,2528,"Live on WFMU's Cherry Blossom Clinic with Terre T - August 24, 2013",6,Radio Program,The Gotobeds
15042,9/13/2013 08:39:18 AM,9/27/2013,0,313,Weird K,1,Album,The Bordellos
15043,9/13/2013 10:50:17 AM,9/13/2013,0,9421,Plastic Mind,8,Album,Sound Spread
15044,9/13/2013 11:57:48 AM,9/13/2013,0,5718,Paly|toxic Loops,9,Album,HighWay17
15045,9/13/2013 12:03:28 PM,9/13/2013,0,2973,"Live on WFMU's Hello Children with Faye - May 30, 2013",6,Album,The Monochrome Set
15046,9/13/2013 01:46:13 PM,7/20/2013,1,9632,"Live on WFMU's Hello Children with Faye - July 20, 2013",21,Album,The Mantles
15047,9/13/2013 07:13:41 PM,9/13/2013,0,4503,Domestic Cinema,8,Album,David Evans
15048,9/13/2013 07:46:35 PM,9/13/2013,0,3019,17843+,12,Album,Cycle~ 440
15050,9/14/2013 06:37:17 AM,9/14/2013,1,5475,XVIII,5,Album,Gottfried Ist Tot
15051,9/14/2013 08:06:00 AM,9/14/2013,0,3139,Lo que Escuchan los Satélites,13,Album,Futurología
15052,9/14/2013 10:31:10 AM,9/14/2013,0,5588,Cutters,12,Album,Mary Shelley & The Implicit Order
15053,9/14/2013 01:00:28 PM,9/14/2013,1,8614,Helen Mirren [prologue],8,Album,Jamison Williams
15054,9/14/2013 06:14:25 PM,9/14/2013,0,3785,Split with Koobaatoo Asparagus,4,Album,Jared C. Balogh
15055,9/15/2013 05:04:08 AM,10/22/2012,3,30538,Fire's Never Wrong,10,Album,Stray Dogg
15057,9/15/2013 02:06:44 PM,NA,0,773,Waxed Light,10,Album,Luminous in Nummer
15060,9/15/2013 02:54:34 PM,NA,0,21991,From a Broken Earth,9,NA,Kevin Bryce
15062,9/15/2013 03:02:50 PM,NA,0,911,Pink Jade,1,Album,Luminous in Nummer
15063,9/15/2013 05:46:30 PM,4/17/2013,6,130412,Moonlight Drift,7,Album,The Lovely Moon
15065,9/15/2013 10:50:44 PM,NA,0,14947,Hu'ity,1,Album,Keep Them Alive
15068,9/16/2013 10:35:57 AM,10-08-2010,0,6017,Though the Light Seem Small,5,Album,Art of Flying
15069,9/17/2013 01:02:36 AM,9/17/2013,0,1676,Soul In Circles,1,Album,TIGERBERRY
15070,9/17/2013 06:16:05 AM,NA,0,2351,Tor.111,3,Album,TRema
15071,9/17/2013 10:58:03 AM,9/17/2013,1,12750,Three Pronged Fork,13,Album,Mported Flows
15072,9/17/2013 02:08:23 PM,NA,1,9297,S​​.​​C​​.​​O​​.​​B​​.​​S. part ​2: Destination - Black Planet,9,Album,FIGURATIVE THEATRE
15073,9/17/2013 05:48:57 PM,12/22/2008,0,15060,1st,7,Album,I vs. Nature
15077,9/18/2013 11:11:12 AM,12-06-2008,0,4626,Demo 2008,7,Album,Control Alt Deus
15078,9/18/2013 10:31:52 PM,9/18/2013,0,6595,[EPV_143] suspended,4,Album,etc.
1508,12-04-2008 09:29,10-12-2008,1,1472,Live at Smith's Home Studio on Daniel Blumin's Show on 10/12/2008,4,Live Performance,Steven R. Smith
15080,9/19/2013 12:00:39 PM,9/21/2013,0,8842,"Live on WFMU's Cherry Blossom Clinic - Sep 21, 2013",18,Radio Program,Obits
15081,9/19/2013 02:17:41 PM,9/18/2013,1,2072,"Live on WFMU's Distort Jersey City - Sep 18, 2013",9,Radio Program,Suspicious Beasts
15082,9/19/2013 03:44:53 PM,9/17/2013,2,13609,"Live on WFMU's The Long Rally with Scott McDowell -Sep 17, 2013",4,Album,Cian Nugent
15083,9/19/2013 04:06:18 PM,8/27/2013,1,4492,"Live on WFMU's This Is The Modern World with Trouble - Aug 27, 2013",8,Album,BCBG
15084,9/19/2013 04:43:15 PM,8/28/2013,1,2638,"Live on WFMU's Distort Jersey City with Deed Runlea - Aug 28, 2013",7,Album,Magnets
15085,9/20/2013 03:13:51 AM,NA,0,11807,Hexagone,3,NA,La Desunion
15087,9/20/2013 10:58:03 AM,12-01-2008,2,58154,U_END,9,Album,URB
15088,9/20/2013 12:19:18 PM,9/14/2013,1,9577,"Live on WFMU's Cherry Blossom Clinic with Terre T - September 14, 2013",8,Album,Cuntz
15089,9/20/2013 01:35:43 PM,9/20/2013,0,3627,"Live on WFMU's Shrunken Planet with Jeffrey Davison - August 10, 2013",5,Album,Rachel Ries
15090,9/20/2013 02:58:30 PM,9/20/2013,0,3182,Live on Distort Jersey City with Deed Runlea - Aug 2013,2,Album,Believer/Law
15091,9/21/2013 11:20:25 AM,9/21/2013,1,17188,Autumn Falling,1,Album,#CCmixtape
15092,9/21/2013 04:49:39 PM,09-11-2013,1,10040,Reminiscent of Factories,12,Album,Fields Ohio
15093,9/22/2013 10:58:32 AM,9/22/2013,0,55744,Anagram3: Adrift,10,Album,Silent Strangers
15094,9/22/2013 11:33:40 AM,9/19/2013,0,2492,live at Agne Noir 9/19/13,3,Live Performance,Chuck Bettis & Joe Merolla
15095,9/23/2013 01:40:17 AM,11/27/2008,1,2721,Dois,2,Album,Ikimashoo Aoi
15096,9/23/2013 02:51:39 AM,NA,0,4943,Emma,2,Album,The Attraction
15097,9/23/2013 07:49:04 AM,NA,1,64079,Quality and Service,16,Album,Ergo Phizmiz
151,11/26/2008 02:09:40 AM,01-01-2008,0,807,CoCoComa,0,Album,CoCoComa
15100,9/23/2013 01:00:52 PM,9/23/2013,0,11668,Made in Blue outtakes unmastered,2,NA,Jody Pou
15101,9/23/2013 03:00:17 PM,9/23/2013,2,18317,Choose Your Own Adventure,8,Album,Monroeville Music Center
15102,9/24/2013 11:33:09 AM,5/20/2012,1,4258,Los peces,12,Album,Mariana Päraway
15103,9/24/2013 12:18:17 PM,NA,3,179063,Aislinn,11,Album,Aislinn
15104,9/24/2013 06:42:44 PM,NA,0,19525,32 Turbulencias|Turbulences,9,NA,Sol Rezza
15105,9/24/2013 11:47:01 PM,11/23/2008,0,14478,das zubrochene antlitz,9,Album,Seetyca
15106,9/25/2013 02:17:19 AM,9/23/2013,1,43593,Picture it all,2,Single Tracks,Lorenzo's Music
15107,9/25/2013 03:55:26 AM,6/25/2012,3,16655,Free,12,Album,Loopez
15108,9/25/2013 05:33:56 AM,04-02-2011,0,5744,EP 2011,2,Album,Hourvari
15109,9/25/2013 06:29:54 AM,9/25/2003,0,4788,You Are What's Happening Baby,7,Album,Rockoutfit
1511,12-04-2008 09:20,4/28/2004,0,371,Live at WFMU on Irwin's Show on 4/28/2004,1,Radio Program,So Percussion
15110,9/25/2013 07:54:44 AM,2/29/2012,0,4374,So Few Comfortable Places,11,Album,Lonely Faction
15113,9/25/2013 08:50:31 AM,NA,1,16665,seminéoproantiantiantifolk,22,Album,Gablé
15114,9/25/2013 01:11:22 PM,07-09-2013,1,4931,Landlocked,4,Album,Stewart & Scarfe
15115,9/25/2013 01:22:10 PM,7/30/2013,1,8814,I Was Awake,6,Album,Stewart & Scarfe
15116,9/25/2013 01:52:22 PM,8/13/2013,1,2564,Love Cool,5,Album,BADLUCK
15117,9/25/2013 02:04:19 PM,8/27/2013,2,6872,Master Don,8,Album,BADLUCK
15118,9/25/2013 02:18:48 PM,09-10-2013,1,8129,Advice,7,Album,Mported Flows
15119,9/25/2013 02:32:57 PM,9/24/2013,1,13739,Master Plan,6,Album,Mported Flows
15120,9/25/2013 04:55:20 PM,9/13/2013,1,946,live @ Harvestworks 9/13/13,1,Live Performance,Hell Hoarse
15121,9/26/2013 02:03:26 PM,NA,0,6081,Early Works 1999-2006,10,Album,FIGURATIVE THEATRE
15122,9/27/2013 12:01:41 AM,6/29/2013,0,3345,Transient Series II.7: Bandwidth,1,Live Performance,Ensemble Indexical
15123,9/27/2013 12:11:25 AM,NA,1,3729,Transient Series II.6: For Trombone Quartet & String Quartet,1,Album,Ensemble Indexical
15124,9/27/2013 01:53:53 AM,11-09-2008,1,3838,Winter,3,Album,Ikimashoo Aoi
15127,9/27/2013 05:30:19 AM,NA,0,2609,ZAPLEŠIMO GREŠNICI,10,Album,BRIGAND
15128,9/27/2013 06:09:27 AM,4/22/2013,2,12197,The Magic Empire,14,Album,Uniform Motion
15129,9/27/2013 07:42:54 AM,09-01-2011,1,9142,One Frame Per Second,10,Album,Uniform Motion
1513,12-04-2008 09:30,10/29/2002,3,4786,Live at WFMU on Brian Turner's Show on 10/29/2002,14,Radio Program,The Soft Boys
15130,9/27/2013 08:23:47 AM,02-09-2010,1,8125,Life,9,Album,Uniform Motion
15131,9/27/2013 12:16:54 PM,9/27/2013,0,11355,"Live on WFMU's Irene Trudel's Show - August 12, 2013",9,Album,Xenia Rubinos
15132,9/27/2013 12:21:09 PM,9/16/2013,5,3959,Live on WFMU's Airborne Event,5,Radio Program,Richard Youngs
15133,9/27/2013 01:18:14 PM,NA,0,5049,"Live on WFMU's 100% Whatever with Mary Wing - August 22, 2013",8,Album,Technicolor Teeth
15134,9/27/2013 02:31:42 PM,9/27/2013,0,5902,"Live on WFMU's Dark Night of The Soul with Julie - August 29, 2013",9,Album,Bleeding Rainbow
15135,9/27/2013 02:33:16 PM,08-03-2013,0,3102,"Live on WFMU's Shrunken Planet with Jeffrey Davison - Aug 3, 2013",18,Album,Cal Folger Day
15136,9/27/2013 04:21:36 PM,9/16/2013,0,795,"Live on WFMU with Irene Trudel - Sep 16, 2013",5,Radio Program,Barbez
15137,9/27/2013 05:46:39 PM,11-09-2008,0,4437,Prelude To An Eon,1,Album,AVOIDANT
